December 25,"Christmas is celebrated on December 25. Christmas is celebrated in many countries. Christmas is celebrated in Christian countries. Christmas is celebrated in Western countries. In 333, Constantine I promoted his son Constans. Constantine I was a Roman Emperor. Constans was promoted to the rank of Caesar. In 336, Rome held its first Christmas celebration. The Christmas celebration was documented. In 496, Clovis I was baptized. Clovis I was the King of the Franks. Clovis I was baptized in Reims. Saint Remigius baptized Clovis I. In 597, Augustine of Canterbury baptized people. Augustine’s fellow laborers helped baptize people. Over 10,000 Anglo-Saxons were baptized in Kent. In 800, Charlemagne was crowned Emperor. Charlemagne was crowned in Rome. He was the Holy Roman Emperor. In 1000, Hungary was established as a kingdom. Stephen I established Hungary. Hungary was established as a Christian kingdom. In 1066, William the Conqueror was crowned king. William was crowned at Westminster Abbey. William was crowned King of England. The coronation happened in London. In 1130, Roger II was crowned King of Sicily. Roger II was the first King of Sicily. In 1223, Francis of Assisi assembled a Nativity scene. The Nativity scene was the first one. In 1495, Spanish forces defeated the Guanches. The Guanches were the native people of the Canary Islands. The Battle of La Victoria de Acentejo occurred. Tenerife was the last island to be taken over by Spain. In 1553, Mapuche rebels defeated Spanish conquistadors. The Battle of Tucapel occurred. Pedro de Valdivia was executed. Pedro de Valdivia was the Governor of Chile. In 1599, the city of Natal in Brazil was founded. In 1643, Christmas Island was found. William Mynors found Christmas Island. Christmas Island was named in Indian Ocean. In 1758, Halley's Comet passed by Earth. Edmond Halley predicted Halley's Comet. In 1776, George Washington crossed the Delaware River. George Washington's army attacked Hessian mercenaries. The attack happened in Trenton, New Jersey. In 1818, 'Silent Night' was performed for the first time. The performance took place at Church of St. Nikolaus. The performance was in Oberndorf, Austria."
Mr. Popper's Penguins (film),"Mr. Popper's Penguins is a 2011 American comedy family movie. Mark Waters directed Mr. Popper's Penguins. Jim Carrey stars in Mr. Popper's Penguins. The film is loosely based on the children's book Mr. Popper's Penguins. The movie was released on June 17, 2011. Thomas Tom Popper has a job. Tom Popper buys properties. Tom Popper sells properties. Tom Popper receives news. Tom Popper learns his father has died. His father died during an adventure. The adventure was in Antarctica. The lawyer tells Tom Popper he will inherit a souvenir. The souvenir is from his father's last adventure. A crate arrives at Popper's front door. Inside the crate is a gentoo penguin named Captain. Soon, five more penguins arrive. Popper wants to donate all six penguins. He wants to donate them to a pest control company. Janie Popper believes the penguins are a birthday present. Billy Popper believes the penguins are a birthday present. Mr. Popper meets with Nat Jones. Nat Jones is a zookeeper. Jones wants the penguins. Popper asks Jones to collect the penguins another time. Jones warns about the conditions in Popper's apartment. The conditions are not good enough for penguins. Popper is tasked with buying Tavern on the Green. He used to eat there with his father as a child. Popper wants to tear the tavern down. He wants to build a new development. Selma Van Gundy is the elderly owner of Tavern on the Green. Selma Van Gundy refuses to sell the tavern. Selma Van Gundy does not like his plan. The penguins lay three eggs. Two eggs hatch. One egg doesn't hatch. Popper loses his job. Popper loses his job while waiting for the egg to hatch. Popper has made his bosses angry. Jones sneaks into Popper's apartment. Jones warns about penguins' survival conditions. Penguins can only survive in the cold. Penguins can only survive in a zoo. Jones vows to get the penguins. Popper puts snow in his apartment. Popper lowers the temperature for the penguins. The egg doesn't hatch. Popper sadly donates the penguins to Jones. The penguins go to the New York zoo."
Machinima,"Machinima is a type of animation. Machinima is a digital moviemaking style. Machinima uses 3D computer graphics. It involves the use of a 3D video game. It involves the use of a computer game. It creates 3D animation. The creator of the video records in-game animation. The creator edits it with voice recordings. Machinima can be script-driven. The cameras are scripted for playback in real time. The characters are scripted for playback in real time. The effects are scripted for playback in real time. The scripting is driven by events. Machinima limits the controls of other animation types. This statement is according to Machinima.org. Machinima videos can be shot live. They can be scripted in real time. They become faster to produce. They are faster to produce than traditionally animated movies. Machinima productions can remain close to their gaming roots. They can feature stunts. They can portray gameplay. Popular genres include dance videos. Popular genres include comedy. Popular genres include drama. Some filmmakers attempt to stretch the boundaries of rendering engines. Some filmmakers try to mask the original 3-D context. The Academy of Machinima Arts & Sciences promotes machinima. AMAS recognizes exemplary productions. Mackie awards are given at the annual Machinima Film Festival. Some general film festivals accept machinima. Game companies sponsor contests involving machinima. Epic Games sponsors contests. Blizzard Entertainment sponsors contests. Jagex sponsors contests. The AMAS defines machinima. The definition is 'animated filmmaking within a real-time virtual 3-D environment'. In other 3-D animation methods, creators control every frame. Creation involves key frames. Creation involves in-betweening. Machinima creators leave many rendering details to host environments. Creators may inherit those environments' limitations. Game animations focus on dramatic actions. They do not focus on casual actions. The range of character emotions is often limited. Kelland states a small range of emotions is often sufficient. Morris states a small range of emotions is often sufficient. Lloyd states a small range of emotions is often sufficient. Japanese anime television series support this view. Machinima is created in real time."
October 1,"Alexander the Great defeats Darius III of Persia. This event is at the Battle of Gaugamela. Edgar the Peaceable becomes King of all England. This event is on the date 959. The coronation of Queen Mary I of England occurs. This event is in 1553. Russians under Alexander Suvorov defeat the Turks. This event occurs at Kinburn. Belgium is conquered by France. This event happens in 1795. Spain cedes Louisiana to France. This event happens in 1800. The first steamboat to sail the Mississippi River arrives in New Orleans. This event occurs in 1811. The Congress of Vienna opens. This event's intention is to re-draw Europe's political map. This occurs after Napoleon Bonaparte's defeat the previous Spring. This event happens in 1814. The Russian Army under Ivan Paskevich storms Yerevan. This ends a millennium of Muslim domination. This event happens in Armenia. This event happens during the Russo-Persian War. This event occurs in 1827. The South African College is founded in Cape Town. This happens in 1829. The college will later split into the University of Cape Town. It will also split into the South African Colleges. British tabloid newspaper, the News of the World, begins publication. This occurs in 1843. Its publication will end due to a major scandal in 2011. This event occurs in 1847. The world's first postcards are issued. This event happens in Austria. This event occurs in 1869. John Philip Sousa becomes leader of the US Marine Band. This event occurs in 1880. The first electric lamp factory is opened by Thomas Edison. This event occurs in 1880. Denmark's Politiken newspaper is founded. This event occurs in 1884. Balochistan is conquered by the British Empire. This area is in present-day Pakistan. This event occurs in 1887. The Japanese city of Nagoya is founded. This event occurs in 1889. The Yosemite National Park is established. This event is established by the United States Congress. This event occurs in 1890. Stanford University opens in California. This event occurs in 1891."
"Auburn, Alabama","Auburn is a city in Lee County. Auburn is in Alabama. Auburn is in the United States. Auburn is the largest city in eastern Alabama. In 2009, Auburn had a population of 57,833. Auburn is a principal city of the Auburn-Opelika Metropolitan Area. Auburn is a college town. Auburn is the home of Auburn University. Auburn is known for its fast growth in recent years. Auburn is currently the fastest-growing metropolitan area in Alabama. Auburn is the nineteenth-fastest growing metro area in the United States since 1990. Auburn is among the top ten best places to live in the United States for 2009. Auburn's unofficial nickname is “The Loveliest Village On The Plains”. The nickname comes from a line in the poem “The Deserted Village” by Oliver Goldsmith. The poem includes the line: “Sweet Auburn! loveliest village of the plain...”. The first settlers arrived in Auburn in the winter of 1836. The settlers came from Harris County, Georgia. John J. Harper was the leader of the settlers. The settlers wanted to build a religious center. The settlers wanted to build an educational center. Auburn was first officially mentioned on February 2, 1839. In 1839, Auburn covered a certain area. By 1839, Methodist churches were built in Auburn. By 1839, Baptist churches were built in Auburn. By 1839, a school was built in Auburn. In the mid-1840s, academies for boys were founded. In the mid-1840s, academies for girls were founded. These academies were in addition to the primary school. By 1858, Auburn had about 1,000 free residents. By 1858, some 500 residents of Auburn were students. In 1856, the state legislature allowed the construction of a Methodist college. The college was named East Alabama Male College. East Alabama Male College opened in 1859. The college offered a classical education. The college offered a liberal education. In 1861, the Civil War started. Auburn quickly emptied during the Civil War. Schools in Auburn closed during the Civil War. Most businesses in Auburn closed during the Civil War. A hospital for Texan Confederate soldiers was in Auburn. After the Civil War, Auburn experienced a long depression. Public schools in Auburn did not reopen until the mid-1870s. Most businesses in Auburn remained closed during the depression. East Alabama Male College was turned over to the state in 1872. In 1892, the college became the first four-year college in Alabama to admit women. By 1910, Auburn's population returned to its pre-war level. SIAA Conference championships were won by Auburn's football team. The championships brought attention to Auburn. The championships brought support to Auburn. Money began to flow into Auburn with America's entry into World War II."
October 3,"The Kingdom of Chosun was established in Korea on 2333 BC. Vercingetorix surrendered to the Romans in 52 BC. Vercingetorix was the leader of the Gauls. The surrender ended the siege of Alesia. The surrender ended the Battle of Alesia. The Romans were led by Julius Caesar. The First Battle of Philippi took place in 42 BC. They fought a battle with Brutus. They fought a battle with Cassius. Brutus defeated Octavian. Antony defeated Cassius. Emperor Theodosius I concluded a peace treaty with the Goths in 382. The Goths settled in the Balkans. The settlement was in exchange for military service. Dafydd ap Gruffydd was executed by drawing in 1283. Dafydd ap Gruffydd was executed by quartering in 1283. He was the prince of Gwynedd in Wales. The Siege of Leiden was lifted by the Watergeuzen in 1574. This led to the foundation of the first Dutch university. Shi Lang reached Taiwan in 1683. Shi Lang was a naval commander of the Qing Dynasty. The Duke of Montrose issued a warrant for the arrest in 1712. Rob Roy MacGregor was the subject of the warrant. The Treaty of Nissa was signed in 1739. The Ottoman Empire signed the treaty. Russia signed the treaty. The treaty ended the Russian-Turkish War of 1736-1739. Catherine II was crowned in 1762. Captain James Cook anchored in Alaska in 1778. George Washington named the first Thanksgiving Day in 1789. The Staedtler Company was founded in 1835. The company was founded in Nuremberg, Bavaria, Germany. Edgar Allan Poe was found delirious in Baltimore in 1849. He was found in a gutter. His state was terribly confused. He was found in mysterious circumstances. President Abraham Lincoln declared Thanksgiving Day in 1863. Thanksgiving Day was declared as the last Thursday in November. The Evening Star sank in a hurricane in 1866. The ship was an American passenger steamer. The event occurred 180 nautical miles off Tybee Island. Tybee Island is in Georgia, US. The sinking killed 148 people. Christiansborg Castle was destroyed by fire in 1884. The castle was in Denmark. The Nama War began in 1904. Hendrik Witbooi declared war on Germany. Boris III became King in 1918. Adolfo Luque became the first Hispanic American baseball player in the World Series in 1919. The new name was Kingdom of Yugoslavia."
Joseph Chamberlain,Joseph Chamberlain was born on 8 July 1836. Joseph Chamberlain died on 2 July 1914. Joseph Chamberlain was an important businessman. Joseph Chamberlain was a politician. Chamberlain worked to improve education. Chamberlain worked to improve cities. Chamberlain was a Member of Parliament. Chamberlain was a Member of Parliament from 1876 to 1914. Chamberlain was Colonial Secretary. Chamberlain was Colonial Secretary from 1895 to 1903. Chamberlain's son Austen won the Nobel Peace Prize. Chamberlain's other son Neville was Prime Minister. Neville Chamberlain was Prime Minister from 1937 to 1940. Chamberlain was born in Camberwell. Camberwell is in London. Chamberlain's father had a shoe company. The shoe company was successful. Joseph Chamberlain was a good student. Joseph Chamberlain won prizes at school. Joseph Chamberlain won prizes in French at school. Joseph Chamberlain won prizes in mathematics at school. Joseph Chamberlain left school at 16 years old. Joseph Chamberlain became an apprentice at his father's company. Joseph Chamberlain moved to Birmingham at 18. Chamberlain worked in his uncle's screw company in Birmingham. Joseph Chamberlain worked for the company until he was 38. The company became very successful. Joseph Chamberlain was a Unitarian. Unitarians believe Christ is an example but not divine. Unitarians try to help society. There were many problems in Birmingham after the industrial revolution. Many men were not allowed to vote. In 1868 Chamberlain helped a liberal man. The liberal man became the Member of  Parliament for Birmingham. In 1869 Chamberlain started a group. The group worked for free primary education for all children. In November 1869 Chamberlain became a member of Birmingham City Council. Chamberlain worked for cheaper land prices. The cheaper land prices were for rural workers. Chamberlain became very popular. In 1873 Chamberlain became the Mayor of Birmingham. Chamberlain bought the gas companies for the city. Chamberlain bought the water companies for the city. People were able to have clean water. People were able to have safe water. Chamberlain made parks. Chamberlain made roads. Chamberlain made schools. Chamberlain made museums. Chamberlain built new houses for poor people.
States' rights,States' rights is a doctrine found in the United States Constitution. Certain rights are reserved for state governments. The federal government may not interfere with certain rights reserved for state governments. States' rights are protected by the Tenth Amendment to the United States Constitution. The Tenth Amendment is part of the Bill of Rights. The discussion over states' rights is the oldest constitutional debate in the United States. The debate over states' rights goes on today. States' rights means the sovereignty of individual US states. States' rights means the independence of individual US states. The Articles of Confederation guaranteed states' rights. The Articles of Confederation were the precursor to the U.S. Constitution. The Articles of Confederation stated that the individual states enter into a firm league of friendship with each other. The friendship is for their common defense. The friendship is for the security of their liberties. The Articles of Confederation created a weak central government. Most of the power was kept by the individual states. It was realized that a stronger central government was needed. It was realized that a constitution was needed. The question of states' rights was debated at the Constitutional Convention in Philadelphia. The Constitutional Convention in Philadelphia was in 1787. The question of states' rights was the subject of debates between the Federalists while the Constitution was being ratified. The question of states' rights was the subject of debates between the Anti-Federalists while the Constitution was being ratified. The issue of slavery fueled the question of what rights belonged to the state. The issue of slavery fueled the question of what rights belonged to the federal government. The question of rights came up during the 1820s. The question of rights came up during the 1830s. Southern states wanted the new territories to allow slavery. Northern states wanted the territory to be free of slavery. The North's economy grew. The South's economy stalled. This happened by the 1840s. This happened by the 1850s. Each side adopted extreme positions based on the morality of slavery. Each side adopted extreme positions based on economic self-interests. Neither side could dictate to the other. The balance of power was threatened with each new state applying for statehood. In the 1850s the issue of secession was raised again. The Southern argument was that they kept the power to cancel the agreement to join the United States. South Carolina threatened to secede unless the Senate passed a constitutional amendment. South Carolina wanted an amendment to give the South the power she possessed to protect herself before the equilibrium of the two sections was destroyed. Several peaceful attempts were made to find a compromise. The Compromise of 1850 was aimed at reaching a compromise. The Fugitive Slave Act of 1850 was aimed at reaching a compromise. The 1854 Kansas–Nebraska Act was aimed at reaching a compromise. Only the Fugitive Slave Act clearly benefited the South. Northerners bitterly resented the Fugitive Slave Act. The Fugitive Slave Act made all citizens responsible to catch any runaway slaves. The Fugitive Slave Act required runaway slaves to be returned to their masters. The Civil War was about states' rights. The Civil War was about slavery.
December 31,"Narcissus murders Roman Emperor Commodus. The year is 192. Vandals cross the Rhine. Alans cross the Rhine. Suebian cross the Rhine. This begins the invasion of Gaul. The year is 406. The Ly Dynasty in Vietnam ends. The Ly Dynasty ends after 216 years. Tran Thai Tong becomes Emperor. Tran Thai Tong is still a boy. This begins the Tran Dynasty. The year is 1225. Snowball throwing is banned in Amsterdam. The year is 1472. The troops of King Charles VIII of France enter Rome. This is during the First Italian War. The year is 1494. The British East India company is created. The year is 1600. James II of England is named Duke of Normandy. Louis XIV of France names James II. The year is 1660. The first Huguenots set sail from France. They set sail for the Cape of Good Hope. The year is 1687. Window tax is introduced in England. People brick up their windows. This is to avoid paying the tax. The year is 1695. An earthquake damages Tokyo. A tsunami damages Tokyo. An earthquake damages Odawara. A tsunami damages Odawara. The disaster kills around 10,000 people. The year is 1703. A storm flood ravages the North German coast. It separates a dune on Heligoland from the main island. The year is 1720. British forces repulse an attack by Continental Army General Richard Montgomery. This is during the American Revolutionary War. This occurs in the Battle of Quebec. The year is 1775. Efimeris is published for the first time. Efimeris is the oldest Greek newspaper still in print. The year is 1790. Baltimore, Maryland is incorporated as a city. The year is 1796. Queen Victoria chooses Ottawa as the capital of Canada. The year is 1857."
March 14,"In 44 BC Casca decides that Mark Antony should stay alive. In 44 BC Cassius decides that Mark Antony should stay alive. This decision is made on the night before Julius Caesar's killing. On March 14, 1489, the Queen of Cyprus is Catherine Cornaro. Catherine Cornaro sells her kingdom. She sells it to Venice. On March 14, 1590, there is a battle named the Battle of Ivry. Henry of Navarre participates in the Battle of Ivry. A force of Huguenots participates in this battle. Henry of Navarre leads the Huguenots. Henry of Navarre defeats the forces of the Catholic League. The Duc de Mayenne leads the Catholic League. This battle occurs during the French Wars of Religion. On March 14, 1647, Bavaria signs the Truce of Ulm. The Truce of Ulm is related to the Thirty Years' War. Cologne signs the Truce of Ulm. France signs the Truce of Ulm. Sweden also signs the Truce of Ulm. On March 14, 1743, Boston holds its first town meeting. This meeting is held in Faneuil Hall. On March 14, 1780, Spanish forces capture Fort Charlotte. This occurs during the American Revolutionary War. Fort Charlotte is in Mobile, Alabama. Fort Charlotte is the last British frontier post. It is capable of threatening New Orleans. This occurs in then-Spanish Louisiana. On March 14, 1794, Eli Whitney is granted a patent. The patent is for the cotton gin. On March 14, 1800, Giorgio Barnaba Luigi Chiaramonti is elected to become Pope. He becomes Pope Pius VII. On March 14, 1879, Albert Einstein is born. He is born in Ulm, Southern Germany. On March 14, 1883, Karl Marx dies. Karl Marx is a Communist thinker. Karl Marx dies aged 64. On March 14, 1885, The Mikado receives its first public performance. The Mikado is a light opera by W. S. Gilbert. The Mikado is also created by Arthur Sullivan. This performance occurs in London. On March 14, 1888, the Eastern US experiences a snowstorm. This snowstorm lasts three days. This snowstorm leaves 400 people dead. On March 14, 1898, the Young Boys Berne Football Club is founded. On March 14, 1899, the Belgica expedition continues. This expedition is in Antarctica. The expedition had been stuck in pack-ice for just over a year. On March 14, 1900, the Gold Standard Act is ratified. This act places United States Currency on the gold standard. On March 14, 1903, the Hay-Herran Treaty is ratified. This treaty is ratified by the United States Senate."
Bielski partisans,"The Bielski partisans were a group of Jewish partisans. The Bielski partisans fought against the Nazis during World War II. The Bielski partisans rescued Jews from extermination. The Bielski partisans fought against the Nazis who had taken over Poland. The Bielski partisans also fought against people who cooperated with the Nazis. The Bielski partisans lived around Nowogródek. They fought around Nowogródek. The Bielski partisans lived around Lida in Poland. The Bielski partisans fought around Lida in Poland. The group is named after the Bielski family. The Bielski family were Polish Jews. They led the group. 1,236 Jews survived under the Bielski partisans' protection. This survival was during the war. This was a remarkable rescue mission. It occurred during the Holocaust. The group lived in forests. The group fought in forests. They spent more than two years there. Members of the Bielski family initially organized the group. The Bielski family were millers in Stankiewicze. The Bielski family were grocers in Stankiewicze. Stankiewicze is near Nowogródek. At the beginning of WWII, this area belonged to the Second Polish Republic. The Soviet Union took over this area in September 1939. The Bielski family served as low-level administrators. They served in the new government set up by the Soviets. Many local Poles were unhappy. They saw the Soviets as occupiers. On 22 June 1941, Nazi Germany began Operation Barbarossa. Nazi Germany invaded the Soviet Union. Nowogródek became a Jewish ghetto. The Nazis took over Nowogródek. The Nazis began their genocidal policies in Poland. The Nazis began their genocidal policies in Belarus. The Bielski parents were killed in the ghetto on 8 December 1941. Older family members were killed in the ghetto on 8 December 1941. The four Bielski brothers managed to escape to the forest. They escaped with 13 neighbors from the ghetto. They formed their partisan combat group in the spring of 1942. The group originally had about forty people. It grew quickly. Tuvia was the group's commander. Tuvia had served in the Polish Army. He served from 1927 to 1929. He rose to the rank of corporal. He was interested in the Zionist youth movement. He sent people to sneak into the ghettos. They recruited new members. New members joined the group in the Naliboki Forest."
February 2,"962 is the official founding day of the Holy Roman Empire. In 1032 Conrad II becomes Duke of Burgundy. Conrad II is the Holy Roman Emperor. In 1207 Terra Mariana is created. Terra Mariana consists of present-day Estonia. Terra Mariana consists of present-day Latvia. In 1411 the Battle of Lincoln takes place. King Stephen of England is defeated at the Battle of Lincoln. King Stephen is captured by the allies of Empress Matilda. Empress Matilda is presented with an opportunity to become the reigning Queen of Medieval England. The opportunity is unfulfilled. In 1421 Zhu Di Emperor inaugurates the Forbidden City. The Forbidden City becomes the centre of China’s government. In 1461 Wars of the Roses includes the Battle of Mortimer’s Cross in Herefordshire. In 1536 Pedro de Mendoza founds Buenos Aires. In 1653 New Amsterdam is incorporated. New Amsterdam is the future New York City. In 1709 Alexander Selkirk is rescued. Alexander Selkirk was shipwrecked in the Juan Fernandez Islands. The islands are in the Pacific Ocean. The islands are off the coast of Chile. In 1848 the US gains large territories. The gain follows the Mexican-American War. Also in 1848 the first ship with Chinese immigrants arrives in San Francisco. The Gold Rush occurs in California. In 1868 Pro-Imperial forces capture Osaka Castle. Osaka Castle was controlled by the Tokugawa shogunate. The castle is burned to the ground. In 1876 the National League of Professional Baseball Clubs is founded. The league is part of Major League Baseball. In 1887 the first American celebration of Groundhog Day takes place. The celebration is in Punxsutawney, Pennsylvania. In 1899 the Australian Premiers’ Conference is held. The conference is in Melbourne. The conference decides that Canberra will be the new national capital city. In 1901 the funeral of Queen Victoria takes place. In 1913 Grand Central Terminal in New York City is opened. In 1914 Charlie Chaplin's first movie appearance occurs. The movie is called Making a Living. Making a Living is first shown in 1914. In 1920 the Tartu Peace Treaty is signed. In 1920 France occupies Memel. In 1922 Ulysses by James Joyce is first published. In 1925 dog sleds reach Nome, Alaska. The event is the Serum run to Nome. The sleds carry diphtheria serum. The event inspires the Iditarod race. The murders happen in Le Mans, France. The victims are their employer’s wife. The victims are also their employer’s daughter."
April 19,"Vitellius is accepted as Roman Emperor. The Battle of Callinicum occurs. A Byzantine army is under Belisarius. A Byzantine army is defeated by the Persians. The battle is at Ar-Raqaah. Ar-Raqaah is in Syria. The Second Diet of Speyer bans Lutheranism. The Second Diet of Speyer occurs during the Protestant Reformation. Francis Drake attacks a Spanish fleet. The attack happens in Cadiz harbor. Amalienborg castle in Denmark is destroyed by fire. James Cook sights the East coast of Australia. Marie Antoinette marries the future King Louis XVI of France. The marriage takes place in 1770. The American Revolutionary War begins at Lexington. Lexington is in Massachusetts. John Adams secures recognition of the United States as an independent state. The Dutch Republic recognizes the United States. An Austrian corps is defeated by the forces of the Duchy of Warsaw. The Battle of Raszyn takes place. Venezuela achieves home rule in 1810. Vicente Emparan is removed by the people of Caracas. A junta is installed in Caracas. The Treaty of London creates Belgium as a kingdom. Luxembourg is separated from Belgium. The separation happens in 1839. A Pro-Secession mob attacks United States Army troops. The attack occurs in the Baltimore riot of 1861. The riot happens during the American Civil War. The riot takes place in Baltimore, Maryland. The funeral of Abraham Lincoln takes place. The funeral happens in the East Room of the White House. The White House is in Washington, DC. Charles Darwin dies aged 73. Charles Duryea claims to have driven the first automobile across the United States. The first Boston Marathon takes place in 1897. Jiroemon Kimura is born in Japan. Jiroemon Kimura is the oldest man ever. A magnitude 7.5 earthquake strikes Guatemala. The earthquake kills 2,000 people. The earthquake occurs in 1902. The Kishinev pogrom begins in present-day Moldova. The pogrom forces tens of thousands of Jews to seek refuge. A fire in Toronto destroys 104 buildings. Mae West is sentenced to ten days in prison. Mae West is sentenced for obscenity. Her play Sex causes the obscenity charge. German troops enter the Warsaw Ghetto. The action occurs during the Holocaust. The Soviet Union establishes diplomatic relations with Guatemala."
Operation (mathematics),An operation in mathematics is a function. Inputs in an operation are called operands. An operation produces an output. Common operations include addition. Common operations include subtraction. Common operations include multiplication. Common operations include division. Addition takes two inputs. Addition produces an output. Addition is a binary operation. Subtraction takes two inputs. Subtraction produces an output. Subtraction is a binary operation. Multiplication takes two inputs. Multiplication produces an output. Multiplication is a binary operation. Division takes two inputs. Division produces an output. Division is a binary operation. Binary operations take two inputs. Binary operations are used to solve math problems. Unary operations take one input. Unary operations produce an output. There are more operations in mathematics. Examples include raising numbers to exponents. Examples include taking the root. Examples include applying the logarithm. Addition is the first arithmetic operation. Addition is also the first hyperoperation. Addition is the inverse of subtraction. The terms in an addition are called addends. The result of an addition is called a sum. The symbol for addition is +. Any number plus zero is the same number. This is called the additive identity. Changing the order of addends does not change the sum. This is called the commutative property of addition. Changing how addends are grouped does not change the sum. This is called the associative property of addition. The opposite of a number is called the additive inverse. A number plus its opposite equals zero. The absolute values of two opposite numbers are the same. Subtraction is the second arithmetic operation. Subtraction is the inverse operation of addition. The number being subtracted is the subtrahend. The number it is subtracted from is the minuend. The result of a subtraction is called a difference. The symbol for subtraction is −. Any number minus zero is the same number. Subtraction is anticommutative.
Julia Kristeva,"Julia Kristeva was born on 24 June 1941. Julia Kristeva is a Bulgarian-French philosopher. Julia Kristeva is a literary critic. Julia Kristeva is a semiotician. Julia Kristeva is a psychoanalyst. Julia Kristeva is a feminist. Julia Kristeva is a novelist. Julia Kristeva has lived in France since the mid-1960s. Julia Kristeva is now a professor emeritus at the University Paris Diderot. Julia Kristeva is the author of more than 30 books. Julia Kristeva authored Powers of Horror. Julia Kristeva authored Tales of Love. Julia Kristeva authored the trilogy Female Genius. Julia Kristeva has been awarded Commander of the Legion of Honor. Julia Kristeva has been awarded Commander of the Order of Merit. Julia Kristeva has been awarded the Holberg International Memorial Prize. Julia Kristeva has been awarded the Hannah Arendt Prize. Julia Kristeva has been awarded the Vision 97 Foundation Prize. The Vision 97 Foundation Prize is awarded by the Havel Foundation. Kristeva became influential after publishing her first book, Semeiotikè, in 1969. Kristeva became influential in international critical analysis. Kristeva became influential in cultural studies. Kristeva became influential in feminism. Kristeva has published a large amount of academic work. Kristeva has published books addressing intertextuality. Kristeva has published essays addressing intertextuality. Kristeva addressed the semiotic in her publications. Kristeva addressed abjection in her publications. Kristeva's work spans linguistics. Kristeva's work spans literary theory. Kristeva's work spans criticism. Kristeva's work spans psychoanalysis. Kristeva's work spans biography. Kristeva's work spans autobiography. Kristeva's work spans political analysis. Kristeva's work spans cultural analysis. Kristeva's work spans art. Kristeva's work spans art history. Kristeva is important in structuralist thought. Kristeva is important in poststructuralist thought. Kristeva is the founder of the Simone de Beauvoir Prize committee. Kristeva was born in Sliven, Bulgaria. Kristeva's parents were Christian. Kristeva's father was a church accountant. Kristeva attended a Francophone school. The Francophone school was run by Dominican nuns. Kristeva learned about the work of Mikhail Bakhtin. Kristeva studied at the University of Sofia. Kristeva got a research fellowship as a postgraduate. The research fellowship let her move to France in December 1965."
Water turbine,"A water turbine is a rotary engine. A water turbine takes energy from moving water. Water turbines were developed in the nineteenth century. Water turbines were widely used for industrial power before electrical grids. Water turbines are now mostly used for electric power generation. Water turbines harness a clean energy source. Water turbines harness a renewable energy source. Swirl water wheels have been used for industrial power for thousands of years. The main shortcoming of water wheels is their size. The size of water wheels limits the flow rate that can be used. The size of water wheels limits the head that can be used. The migration from water wheels to modern turbines took about one hundred years. Development of modern turbines occurred during the Industrial Revolution. Development of modern turbines used scientific principles. Development of modern turbines used scientific methods. Modern turbines made use of new materials. Modern turbines made use of new manufacturing methods. Claude Bourdin coined the word turbine in the early 19th century. Claude Bourdin was a French engineer. The word turbine is derived from the Latin word for whirling. The word turbine is derived from the Latin word for a vortex. Early water turbines have a component of water passing energy to a spinning rotor. This component of motion allows the turbine to be smaller than a water wheel. This component of motion allows the turbine to process more water by spinning faster. Turbines can use much greater heads than water wheels. Impulse turbines do not use swirl. Ján Andrej Segner developed a reactive water turbine in the mid-1700s. Segner's turbine had a horizontal axis. Segner's turbine was a precursor to modern water turbines. Segner's turbine is a simple machine still produced today for small hydro sites. Segner worked with Euler on early mathematical theories of turbine design. Jean-Victor Poncelet developed an inward-flow turbine in 1820. Benoit Fourneyron developed an outward-flow turbine in 1826. Fourneyron's turbine was about 80% efficient. Fourneyron's turbine sent water through a runner with blades curved in one dimension. The stationary outlet of Fourneyron's turbine had curved guides. Uriah A. Boyden developed an outward flow turbine in 1844. Boyden's turbine improved on the performance of the Fourneyron turbine. The runner shape of Boyden's turbine was similar to that of a Francis turbine. In 1849, James B. Francis improved the inward flow reaction turbine to over 90% efficiency. Francis conducted sophisticated tests on water turbine design. Francis developed engineering methods for water turbine design. The Francis turbine is named after James B. Francis. The Francis turbine is the first modern water turbine. The Francis turbine is still the most widely used water turbine in the world. Inward flow water turbines have a better mechanical arrangement. All modern reaction water turbines use an inward flow design. As the swirling mass of water spins into a tighter rotation, it tries to speed up to conserve energy. This property acts on the runner. This property is in addition to the water's falling weight."
